artist,album,track_name,release_date,popularity,genres,sub-genres,explicit,followers,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,tempo,duration_ms,time_signature,playlist,mood
Lauv,I met you when I was 18. (the playlist),I Like Me Better,2018-05-31,80,dance pop, electropop,0,5642147,0EcQcdcbQeVJn9fknj44Be,0.753,0.505,9,-7.621,1,0,0,0,91.972,197437,4,playlist_2018,0
XXXTENTACION,?,SAD!,2018-03-16,81,emo rap, miami hip hop,1,40902684,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0,0,0,75.023,166606,4,playlist_2018,0
Imagine Dragons,Origins (Deluxe),Natural,2018-11-09,80,modern rock, rock,0,46525355,2FY7b99s15jUprqC0M5NCT,0.704,0.611,2,-6.112,1,0,0,0,100.0,189467,4,playlist_2018,0
Anne-Marie,Speak Your Mind (Deluxe),2002,2018-04-27,80,dance pop, pop,0,10687293,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,1,-2.881,0,0,0,0,96.133,186987,4,playlist_2018,1
Post Malone,beerbongs & bentleys,Better Now,2018-04-27,80,dfw rap, melodic rap,1,40073988,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0,0,0,145.038,231267,4,playlist_2018,0
Marshmello,Silence,Silence,2017-08-11,80,brostep, dance pop,0,34954744,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0,0,0,141.971,180823,4,playlist_2018,0
NF,Perception,Let You Down,2017-10-06,80,hip hop, pop rap,0,8125822,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0,0,0,0,147.997,212120,4,playlist_2018,0
Selena Gomez,Wolves,Wolves,2017-10-25,79,dance pop, pop,0,41035018,0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,11,-4.614,0,0,0,0,124.987,197993,4,playlist_2018,0
Taylor Swift,reputation,Delicate,2017-11-10,79,pop,,0,70367974,6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,9,-10.178,0,0,0,0,95.045,232253,4,playlist_2018,0
Sheck Wes,MUDBOY,Mo Bamba,2018-10-05,78,rap, trap,1,1409871,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,4,-5.266,1,0,0,0,146.034,183907,4,playlist_2018,0
Dua Lipa,Dua Lipa (Deluxe),IDGAF,2017-06-02,78,dance pop, pop,1,39117120,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0,0,0,97.028,217947,4,playlist_2018,1
Dean Lewis,Be Alright,Be Alright,2018-06-29,78,australian pop, pop,1,2474581,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0,0,0,126.684,196373,4,playlist_2018,0
XXXTENTACION,?,changes,2018-03-16,77,emo rap, miami hip hop,0,40902684,7AFASza1mXqntmGtbxXprO,0.669,0.308,11,-10.068,1,0,0,0,64.934,121887,4,playlist_2018,1
Ariana Grande,Sweetener,God is a woman,2018-08-17,77,dance pop, pop,1,88885727,5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,1,-5.934,1,0,0,0,145.031,197547,4,playlist_2018,0
Dynoro,In My Mind,In My Mind,2018-06-08,77,covertronica, dance pop,0,252797,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0,0,0,125.905,184560,4,playlist_2018,0
Drake,Scorpion,Nonstop,2018-06-29,77,canadian hip hop, canadian pop,1,73357492,0TlLq3lA83rQOYtrqBqSct,0.912,0.412,7,-8.074,1,0,0,0,154.983,238614,4,playlist_2018,0
G-Eazy,The Beautiful & Damned,Him & I (with Halsey),2017-12-15,76,hip hop, indie pop rap,1,5146966,5k38wzpLb15YgncyWdTZE4,0.589,0.731,2,-6.343,1,0,0,0,87.908,268867,4,playlist_2018,0
Post Malone,beerbongs & bentleys,Psycho (feat. Ty Dolla $ign),2018-04-27,76,dfw rap, melodic rap,1,40073988,3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0,0,0,140.06,221440,4,playlist_2018,0
George Ezra,Staying at Tamara's,Shotgun,2018-03-23,76,folk-pop, neo-singer-songwriter,0,3978584,4ofwffwvvnbSkrMSCKQDaC,0.673,0.735,5,-4.733,1,0,0,0,115.744,201287,4,playlist_2018,1
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,75,dance pop, edm,1,8423124,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0,0,0,95.881,212500,4,playlist_2018,1
Nio Garcia,Te Boté (Remix),Te Boté - Remix,2018-04-13,75,latin hip hop, reggaeton,1,4510093,3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,11,-3.445,0,0,0,0,96.507,417920,4,playlist_2018,0
Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",2017-09-08,75,dance pop, pop,0,8505378,5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8,-4.154,1,0,0,0,103.07,174800,4,playlist_2018,1
Migos,Culture II,Stir Fry,2018-01-26,75,atl hip hop, hip hop,1,13041433,2UVbBKQOdFAekPTRsnkzcf,0.817,0.816,2,-5.402,1,0,0,0,181.982,190288,4,playlist_2018,1
Drake,Scorpion,Nice For What,2018-06-29,77,canadian hip hop, canadian pop,1,73357492,3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,8,-6.474,1,0,0,0,93.372,210747,4,playlist_2018,1
Ozuna,Aura,Vaina Loca,2018-08-24,74,puerto rican pop, reggaeton,0,36065431,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,6,-4.249,1,0,0,0,93.982,176133,4,playlist_2018,1
The 1975,A Brief Inquiry Into Online Relationships,It's Not Living (If It's Not With You),2018-11-30,74,modern alternative rock, modern rock,0,6449402,3TgMcrV32NUKjEG2ujn9eh,0.618,0.837,1,-5.338,1,0,0,0,121.227,248336,4,playlist_2018,1
Dennis Lloyd,Nevermind,Nevermind,2017-06-30,74,israeli pop,,0,632576,63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0,0,0,99.977,156600,4,playlist_2018,0
Loud Luxury,Body,Body,2017-10-27,74,dance pop, edm,0,610761,21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0,0,0,121.958,163216,4,playlist_2018,1
benny blanco,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),2018-07-12,73,dance pop, edm,0,1035645,0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,-7.648,0,0,0,0,89.391,173800,4,playlist_2018,0
Bebe Rexha,All Your Fault: Pt. 2,Meant to Be (feat. Florida Georgia Line),2017-08-11,73,dance pop, edm,0,8067249,7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0,0,0,154.084,163870,4,playlist_2018,1
Migos,Culture II,Walk It Talk It,2018-01-26,74,atl hip hop, hip hop,1,13041433,6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,2,-5.145,1,0,0,0,145.914,276147,4,playlist_2018,0
Bazzi,COSMIC,Mine,2018-04-12,73,dance pop, electropop,1,5358143,7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0,0,0,142.929,131064,4,playlist_2018,1
Piso 21,Ubuntu,Déjala Que Vuelva (feat. Manuel Turizo),2018-05-11,73,colombian pop, latin pop,0,8889988,1j6xOGusnyXq3l6IryKF3G,0.681,0.788,1,-4.323,1,0,0,0,170.019,220117,4,playlist_2018,1
Drake,Scorpion,In My Feelings,2018-06-29,74,canadian hip hop, canadian pop,1,73357492,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0,0,0,91.03,217925,4,playlist_2018,0
Shawn Mendes,Shawn Mendes,In My Blood,2018-05-25,73,canadian pop, dance pop,0,41138446,2QZ7WLBE8h2y1Y5Fb8RYbH,0.622,0.712,5,-7.321,1,0,0,0,140.025,211360,4,playlist_2018,0
Nicky Jam,Intimo,X,2019-11-01,73,latin hip hop, reggaeton,0,18654194,5YUyW9opqNsMSEzzecZih1,0.594,0.749,9,-5.298,0,0,0,0,179.968,172854,4,playlist_2018,1
BlocBoy JB,Simi,Look Alive (feat. Drake),2018-05-04,73,memphis hip hop, pop rap,1,1383249,6HJ34Zyw6bg8yGm28AxLXf,0.918,0.58,10,-7.501,1,0,0,0,139.977,181415,4,playlist_2018,1
Ella Mai,Ella Mai,Trip,2018-10-12,73,dance pop, pop,0,4892406,6CTWathupIiDs7U4InHnDA,0.477,0.61,11,-5.628,0,0,0,0,79.882,213993,4,playlist_2018,0
Zac Efron,Rewrite The Stars,Rewrite The Stars,2017-11-17,73,dance pop, hollywood,0,769187,630sXRhIcfwr2e4RdNtjKN,0.684,0.619,10,-7.005,1,0,0,0,125.046,217440,4,playlist_2018,0
Khalid,Love Lies (with Normani),Love Lies (with Normani),2018-02-14,72,pop, pop r&b,0,15865524,45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,1,0,0,0,143.955,201707,4,playlist_2018,0
Halsey,hopeless fountain kingdom (Deluxe),Bad At Love,2017-06-02,72,dance pop, electropop,0,19750095,7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,-3.539,1,0,0,0,118.384,181279,4,playlist_2018,1
Bruno Mars,Finesse (Remix) [feat. Cardi B],Finesse - Remix; feat. Cardi B,2017-12-20,72,dance pop, pop,0,47107712,3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0,0,0,105.115,217289,4,playlist_2018,1
Eminem,Revival,River (feat. Ed Sheeran),2017-12-15,72,detroit hip hop, hip hop,1,67857271,1cS0TgbR263ey9jn0MwD2s,0.748,0.749,8,-5.916,0,0,0,0,90.09,221013,4,playlist_2018,1
The Chainsmokers,Sick Boy,This Feeling,2018-12-14,72,dance pop, edm,0,20005424,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,1,-7.906,1,0,0,0,105.049,197947,4,playlist_2018,0
Camila Cabello,Camila,Never Be the Same,2018-01-12,71,dance pop, pop,0,29741009,4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0,-4.333,1,0,0,0,129.923,226973,4,playlist_2018,0
FINNEAS,Blood Harmony,Let's Fall in Love for the Night,2019-10-04,71,alt z, la indie,1,1814997,6I0KEvFfWszVJiCy5hum4V,0.737,0.408,5,-7.941,1,0,0,0,127.918,190348,4,playlist_2018,0
Cardi B,Invasion of Privacy,Bodak Yellow,2018-04-06,71,dance pop, pop,1,21276320,6KBYefIoo7KydImq1uUQlL,0.926,0.703,11,-6.337,0,0,0,0,125.022,223713,4,playlist_2018,0
Kendrick Lamar,Black Panther The Album Music From And Inspired By,Pray For Me (with Kendrick Lamar),2018-02-09,71,canadian contemporary r&b, canadian pop,1,61328755,77UjLW8j5UAGAGVGhR5oUK,0.735,0.677,2,-4.979,1,0,0,0,100.584,211440,4,playlist_2018,0
Charlie Puth,Voicenotes,How Long,2018-05-11,71,dance pop, pop,0,19761329,6wmAHw1szh5RCKSRjiXhPe,0.845,0.561,1,-5.253,0,0,0,0,109.974,200853,4,playlist_2018,1
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2018-01-19,71,dance pop, edm,0,1357621,5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0,-4.057,1,0,0,0,92.213,210773,4,playlist_2018,1
Jonas Blue,Blue,Rise,2018-11-09,71,dance pop, edm,0,3755761,5ZSl6gDoV6bPPxzmLeneV9,0.687,0.785,1,-4.65,1,0,0,0,106.046,194408,4,playlist_2018,1
Selena Gomez,13 Reasons Why (Season 2),Back To You,2018-05-18,71,dance pop, pop,0,41035018,514rhnksEwHUh6LxXsQ4Y9,0.6,0.683,6,-6.271,1,0,0,0,102.036,210240,4,playlist_2018,0
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",2018-02-16,71,dance pop, latin pop,0,2876467,4QtiVmuA88tPQiCOHZuQ5b,0.792,0.895,1,-3.112,0,0,0,0,94.968,201526,4,playlist_2018,1
Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),The Greatest Show,2017-12-08,71,hollywood, show tunes,0,573871,4ylWMuGbMXNDgDd8lErEle,0.417,0.824,11,-7.36,0,0,0,0,157.92,302147,4,playlist_2018,0
Tyga,Taste (feat. Offset),Taste (feat. Offset),2018-05-16,71,dance pop, hip hop,1,6771689,5IaHrVsrferBYDm0bDyABy,0.884,0.559,0,-7.442,1,0,0,0,97.994,232959,4,playlist_2018,0
Reik,Ahora,Me Niego (feat. Ozuna & Wisin),2019-05-31,71,latin arena pop, latin pop,0,8113409,4ggiDYAkJ7Yk8d5xOr7Xjo,0.777,0.782,0,-4.435,0,0,0,0,94.023,221653,4,playlist_2018,1
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",2017-11-18,70,ohio hip hop, pop,0,5013408,0OI7AFifLSoGzpb8bdBLLV,0.653,0.718,3,-5.232,0,0,0,0,82.034,202805,4,playlist_2018,0
Marshmello,Spotlight,Spotlight,2018-01-12,70,brostep, dance pop,0,34954744,6VrCmhRBFnuGKmtNfk4jDs,0.546,0.822,7,-4.483,1,0,0,0,150.06,177600,4,playlist_2018,1
Jason Aldean,Rearview Town,You Make It Easy,2018-04-13,70,contemporary country, country,0,5932794,6EGAfJaLUFzhS4zRBIEQ2J,0.375,0.574,7,-5.305,1,0,0,0,132.025,196800,3,playlist_2018,0
Migos,Culture II,MotorSport,2018-01-26,70,atl hip hop, hip hop,1,13041433,4wFjTWCunQFKtukqrNijEt,0.904,0.518,2,-5.32,1,0,0,0,137.996,303077,4,playlist_2018,0
Florida Georgia Line,Can't Say I Ain't Country,Simple,2019-02-15,70,contemporary country, country,0,5164463,4L9Ds4mpD3SuYoWwFUlv16,0.362,0.882,3,-3.717,1,0,0,0,199.811,185200,4,playlist_2018,1
Tiësto,Jackie Chan,Jackie Chan,2018-05-18,70,big room, brostep,1,6794085,4kWO6O1BUXcZmaxitpVUwp,0.747,0.834,3,-2.867,0,0,0,0,128.005,215760,4,playlist_2018,1
Tom Walker,Leave a Light On,Leave a Light On,2017-10-13,70,indie anthem-folk, pop,0,1032741,6lOWoTqVnAWXchddtTH31W,0.586,0.624,5,-5.946,1,0,0,0,68.976,185863,4,playlist_2018,0
6ix9ine,DUMMY BOY,FEFE,2018,69,emo rap, rap,1,6799825,1M6SuEJZJkZf2S419vIPkB,0.931,0.387,1,-9.127,1,0,0,0,125.978,179405,4,playlist_2018,0
Rich The Kid,The World Is Yours,Plug Walk,2018-03-30,69,atl hip hop, hip hop,1,3007513,1ZAyjvIk9YiD76yYy0TEG6,0.876,0.519,11,-6.531,1,0,0,0,94.981,175230,4,playlist_2018,0
Childish Gambino,This Is America,This Is America,2018-05-06,69,atl hip hop, hip hop,1,10619609,0b9oOr2ZgvyQu88wzixux9,0.854,0.463,5,-6.159,1,0,0,0,120.024,225773,4,playlist_2018,1
Daddy Yankee,Dura,Dura,2018-01-18,69,latin hip hop, reggaeton,0,31992315,6KuqAtoeVzxAYOaMveLNpH,0.783,0.84,1,-3.416,1,0,0,0,95.001,200480,4,playlist_2018,1
King Princess,1950,1950,2018-02-23,69,alt z, art pop,1,1682861,0CZ8lquoTX2Dkg7Ak2inwA,0.6,0.535,4,-7.043,1,0,0,0,71.912,225133,4,playlist_2018,0
Dan + Shay,Dan + Shay,Tequila,2018-06-22,69,contemporary country, country,0,2886878,42fw0rxRO2xbesF6mJfd4Y,0.489,0.581,11,-5.731,1,0,0,0,86.016,196747,4,playlist_2018,0
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)","King's Dead (with Kendrick Lamar, Future & James Blake)",2018-01-12,69,conscious hip hop, gangster rap,1,1375499,51rXHuKN8Loc4sUlKPODgH,0.645,0.705,1,-5.008,1,0,0,0,137.133,229670,4,playlist_2018,0
Lil Dicky,Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),2018-03-15,69,comedy rap, pop rap,1,1929719,10Igtw8bSDyyFs7KIsKngZ,0.755,0.599,8,-5.042,1,0,0,0,133.123,216632,4,playlist_2018,1
Justin Timberlake,Man of the Woods,Say Something (feat. Chris Stapleton),2018-02-02,69,dance pop, pop,0,12741011,1LhMopPAallLeaeNutqbgS,0.707,0.632,10,-7.031,1,0,0,0,97.04,278893,4,playlist_2018,0
Vance Joy,Nation of Two,Saturday Sun,2018-02-23,69,folk-pop, pop,0,2790729,2RiBogNRfulkNf7fVbPOrJ,0.637,0.864,8,-4.381,1,0,0,0,99.995,214720,4,playlist_2018,1
Clean Bandit,Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),2018-05-17,69,dance pop, edm,0,5118066,6kPJZM97LwdG9QIsT7khp6,0.737,0.636,11,-4.546,0,0,0,0,105.005,222653,4,playlist_2018,1
Maluma,F.A.M.E.,Corazón (feat. Nego do Borel),2018-05-18,68,reggaeton, reggaeton colombiano,0,33465764,5cepAtqnEQ6yVG6088zMMu,0.722,0.738,9,-6.073,0,0,0,0,198.075,184720,4,playlist_2018,1
Cardi B,Invasion of Privacy,Be Careful,2018-04-06,67,dance pop, pop,1,21276320,2Yl4OmDby9iitgNWZPwxkd,0.82,0.568,6,-8.23,0,0,0,0,152.279,210787,4,playlist_2018,1
Becky G,Sin Pijama,Sin Pijama,2018-04-20,67,dance pop, latin pop,0,13186190,2ijef6ni2amuunRoKTlgww,0.791,0.745,11,-3.695,0,0,0,0,94.014,188560,4,playlist_2018,1
George Ezra,Staying at Tamara's,Paradise,2018-03-23,67,folk-pop, neo-singer-songwriter,0,3978584,38zwkK6TtTjIW9tpYBfZ3D,0.642,0.881,11,-3.537,1,0,0,0,138.03,222045,4,playlist_2018,1
Clean Bandit,What Is Love? (Deluxe Edition),I Miss You (feat. Julia Michaels),2018-11-30,67,dance pop, edm,0,5118066,0Ult84lvFuqNvbyXwyRQ58,0.693,0.624,0,-7.482,0,0,0,0,105.002,205987,4,playlist_2018,0
Drake,Scorpion,I'm Upset,2018-06-29,67,canadian hip hop, canadian pop,1,73357492,3qN5qMTKyEEmiTZD38BNTT,0.899,0.586,11,-7.866,0,0,0,0,150.002,214467,4,playlist_2018,0
The Chainsmokers,Sick Boy,Sick Boy,2018-12-14,67,dance pop, edm,0,20005424,58kZ9spgxmlEznXGu6FPdQ,0.663,0.577,11,-7.518,0,0,0,0,89.996,193200,4,playlist_2018,0
Ella Mai,READY,Boo'd Up,2017-02-22,66,dance pop, pop,0,4892406,0At2qAoaVjIwWNAqrscXli,0.561,0.779,10,-5.107,0,0,0,0,81.965,256064,4,playlist_2018,0
Lil Nas X,7 EP,Old Town Road - Remix,2019-06-21,76,lgbtq+ hip hop, pop,0,12347827,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0,0,0,136.041,157067,4,playlist_2019,1
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,2019-03-29,82,art pop, electropop,0,78095752,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0,0,0,135.128,194088,4,playlist_2019,1
Shawn Mendes,Shawn Mendes (Deluxe),Señorita,2019-06-19,80,canadian pop, dance pop,0,41138446,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0,0,0,116.967,190800,4,playlist_2019,1
Ariana Grande,"thank u, next",7 rings,2019-02-08,84,dance pop, pop,1,88885727,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0,0,0,140.048,178627,4,playlist_2019,0
Post Malone,Hollywood's Bleeding,Sunflower - Spider-Man: Into the Spider-Verse,2019-09-06,81,dfw rap, melodic rap,0,40073988,0RiRZpuVRbi7oqRdSMwhQY,0.755,0.522,2,-4.368,1,0,0,0,89.96,157560,4,playlist_2019,1
Taylor Swift,Lover,Cruel Summer,2019-08-23,84,pop,,0,70367974,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,9,-5.707,1,0,0,0,169.994,178427,4,playlist_2019,1
Halsey,Without Me,Without Me,2018-10-04,75,dance pop, electropop,1,19750095,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0,0,0,136.041,201661,4,playlist_2019,1
Billie Eilish,lovely (with Khalid),lovely (with Khalid),2018-04-19,87,art pop, electropop,0,78095752,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0,0,0,115.284,200186,4,playlist_2019,0
Lady Gaga,A Star Is Born Soundtrack,Shallow,2018-10-05,83,art pop, dance pop,0,25686269,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0,0,0,95.799,215733,4,playlist_2019,0
Alec Benjamin,Narrated For You,Let Me Down Slowly,2018-11-16,83,alt z, electropop,0,4207774,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0,0,0,150.073,169354,4,playlist_2019,0
Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Someone You Loved,2019-05-17,87,pop, uk pop,0,10700380,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0,0,0,109.891,182161,4,playlist_2019,0
Taylor Swift,Lover,Lover,2019-08-23,84,pop,,0,70367974,1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,7,-7.582,1,0,0,0,68.534,221307,4,playlist_2019,0
Gesaffelstein,Hyperion,Lost in the Fire (feat. The Weeknd),2019-03-08,83,dark clubbing, destroy techno,1,481871,2vXKRlJBXyOcvZYTdNeckS,0.658,0.671,2,-12.21,1,0,0,0,100.966,202093,4,playlist_2019,0
Post Malone,Hollywood's Bleeding,Circles,2019-09-06,85,dfw rap, melodic rap,0,40073988,21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0,0,0,120.042,215280,4,playlist_2019,1
Lana Del Rey,Norman Fucking Rockwell!,Doin' Time,2019-08-30,81,art pop, pop,1,22038678,0Oqc0kKFsQ6MhFOLBNZIGX,0.641,0.559,7,-11.132,0,0,0,0,144.982,202193,4,playlist_2019,1
Travis Scott,ASTROWORLD,SICKO MODE,2018-08-03,81,rap, slap house,1,22070945,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0,0,0,155.008,312820,4,playlist_2019,0
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,2019-03-29,82,art pop, electropop,0,78095752,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0,0,0,82.642,196077,4,playlist_2019,0
Selena Gomez,Rare,Lose You To Love Me,2020-01-10,81,dance pop, pop,0,41035018,4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,4,-8.985,1,0,0,0,102.819,206459,4,playlist_2019,0
Ariana Grande,"thank u, next","thank u, next",2019-02-08,81,dance pop, pop,1,88885727,3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,1,0,0,0,106.966,207320,4,playlist_2019,0
J. Cole,MIDDLE CHILD,MIDDLE CHILD,2019-01-23,81,conscious hip hop, hip hop,1,19584571,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,8,-11.713,1,0,0,0,123.984,213594,4,playlist_2019,0
21 Savage,i am > i was,a lot,2018-12-21,80,atl hip hop, rap,1,13140802,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0,0,0,145.972,288624,4,playlist_2019,0
Panic! At The Disco,Pray for the Wicked,High Hopes,2018-06-22,80,modern rock,,0,11752109,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0,0,0,82.014,190947,4,playlist_2019,1
Juice WRLD,Death Race For Love (Bonus Track Version),Robbery,2019-03-08,80,chicago rap, melodic rap,1,28322891,6iaSML1PIYq936g62BDtBq,0.623,0.692,2,-5.122,1,0,0,0,79.899,240051,4,playlist_2019,1
Post Malone,Hollywood's Bleeding,Wow.,2019-09-06,80,dfw rap, melodic rap,1,40073988,7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,11,-7.359,0,0,0,0,99.96,149547,4,playlist_2019,0
"Tyler, The Creator",IGOR,EARFQUAKE,2019-05-17,80,hip hop, rap,1,10730559,5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0,0,0,79.635,190067,4,playlist_2019,0
Jonas Brothers,Happiness Begins,Sucker,2019-06-07,79,boy band, dance pop,0,6850949,22vgEDb5hykfaTwLuskFGD,0.842,0.734,1,-5.065,0,0,0,0,137.958,181027,4,playlist_2019,1
Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Bruises,2019-05-17,79,pop, uk pop,0,10700380,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,4,-7.83,1,0,0,0,111.202,220492,4,playlist_2019,0
Ava Max,Heaven & Hell,Sweet but Psycho,2020-09-18,79,dance pop, pop,0,5843275,7DnAm9FOTWE3cUvso43HhI,0.72,0.706,1,-4.719,1,0,0,0,133.002,187436,4,playlist_2019,1
Lil Tecca,We Love You Tecca,Ransom,2019-08-30,79,melodic rap, pluggnb,1,5832890,1lOe9qE0vR9zwWQAOk6CoO,0.745,0.642,7,-6.257,0,0,0,0,179.974,131240,4,playlist_2019,0
Ariana Grande,boyfriend,boyfriend (with Social House),2019-08-02,78,dance pop, pop,1,88885727,0Ryd8975WihbObpp5cPW1t,0.4,0.795,10,-3.731,0,0,0,0,190.097,186107,4,playlist_2019,1
Regard,Ride It,Ride It,2019-07-26,78,covertronica, dance pop,0,208997,2tnVG71enUj33Ic2nFN6kZ,0.88,0.751,7,-4.258,0,0,0,0,117.948,157606,4,playlist_2019,1
Post Malone,beerbongs & bentleys,Better Now,2018-04-27,80,dfw rap, melodic rap,1,40073988,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0,0,0,145.038,231267,4,playlist_2019,0
BTS,MAP OF THE SOUL : PERSONA,Boy With Luv (feat. Halsey),2019-04-12,78,k-pop, k-pop boy group,0,62724776,4a9tbd947vo9K8Vti9JwcI,0.645,0.862,11,-4.761,0,0,0,0,119.947,229773,4,playlist_2019,1
Meek Mill,Championships,Going Bad (feat. Drake),2018-11-30,78,hip hop, philly rap,1,7041715,2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0,0,0,86.003,180522,4,playlist_2019,1
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),2018-11-30,78,dance pop, pop,0,1002253,27rdGxbavYJeBphck5MZAF,0.601,0.794,7,-5.844,0,0,0,0,114.066,217467,4,playlist_2019,0
Bad Bunny,X 100PRE,MIA,2018-12-23,77,reggaeton, trap latino,0,66511138,3gE4eQH3K83Sght0ZLvuBK,0.816,0.538,6,-6.354,0,0,0,0,97.054,210368,4,playlist_2019,0
Daddy Yankee,Con Calma,Con Calma,2019-01-24,77,latin hip hop, reggaeton,0,31992315,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0,0,0,0,93.989,193227,4,playlist_2019,1
Khalid,Suncity,Better,2018-10-18,77,pop, pop r&b,0,15865524,6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0,-10.278,0,0,0,0,97.949,229320,4,playlist_2019,0
Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Hold Me While You Wait,2019-05-17,77,pop, uk pop,0,10700380,60iSKGrGazRzICtMjADNSM,0.688,0.53,11,-5.507,1,0,0,0,106.958,205687,4,playlist_2019,0
